source_row	gene_id	gene_symbol	feature_type
30922	AC005329.2	AC005329.2	Gene Expression
30924	AC005329.3	AC005329.3	Gene Expression
30920	AC005330.1	AC005330.1	Gene Expression
29683	AC005332.1	AC005332.1	Gene Expression
29681	AC005332.2	AC005332.2	Gene Expression
29678	AC005332.3	AC005332.3	Gene Expression
29682	AC005332.4	AC005332.4	Gene Expression
29679	AC005332.5	AC005332.5	Gene Expression
29677	AC005332.6	AC005332.6	Gene Expression
29680	AC005332.7	AC005332.7	Gene Expression
31074	AC005339.1	AC005339.1	Gene Expression
21014	AC005342.1	AC005342.1	Gene Expression
21010	AC005342.2	AC005342.2	Gene Expression
21006	AC005343.1	AC005343.1	Gene Expression
21008	AC005343.4	AC005343.4	Gene Expression
21017	AC005344.1	AC005344.1	Gene Expression
10494	AC005355.1	AC005355.1	Gene Expression
28448	AC005358.1	AC005358.1	Gene Expression
28449	AC005358.2	AC005358.2	Gene Expression
26566	AC005363.2	AC005363.2	Gene Expression
30898	AC005379.1	AC005379.1	Gene Expression
31734	AC005381.1	AC005381.1	Gene Expression
18683	AC005383.1	AC005383.1	Gene Expression
31601	AC005387.1	AC005387.1	Gene Expression
31603	AC005387.2	AC005387.2	Gene Expression
30899	AC005391.1	AC005391.1	Gene Expression
32170	AC005392.1	AC005392.1	Gene Expression
32174	AC005392.2	AC005392.2	Gene Expression
32176	AC005392.3	AC005392.3	Gene Expression
32061	AC005393.1	AC005393.1	Gene Expression
31735	AC005394.1	AC005394.1	Gene Expression
13395	AC005400.1	AC005400.1	Gene Expression
28440	AC005410.2	AC005410.2	Gene Expression
21021	AC005414.1	AC005414.1	Gene Expression
24483	AC005476.2	AC005476.2	Gene Expression
24536	AC005479.1	AC005479.1	Gene Expression
24535	AC005479.2	AC005479.2	Gene Expression
24522	AC005480.1	AC005480.1	Gene Expression
14687	AC005481.1	AC005481.1	Gene Expression
13684	AC005482.1	AC005482.1	Gene Expression
14613	AC005486.1	AC005486.1	Gene Expression
14104	AC005487.1	AC005487.1	Gene Expression
29699	AC005495.2	AC005495.2	Gene Expression
32779	AC005498.1	AC005498.1	Gene Expression
32780	AC005498.2	AC005498.2	Gene Expression
32782	AC005498.3	AC005498.3	Gene Expression
14538	AC005518.1	AC005518.1	Gene Expression
24532	AC005519.1	AC005519.1	Gene Expression
24517	AC005520.2	AC005520.2	Gene Expression
24523	AC005520.3	AC005520.3	Gene Expression
24520	AC005520.5	AC005520.5	Gene Expression
13762	AC005522.1	AC005522.1	Gene Expression
31079	AC005523.1	AC005523.1	Gene Expression
31081	AC005523.2	AC005523.2	Gene Expression
34813	AC005529.1	AC005529.1	Gene Expression
13144	AC005532.1	AC005532.1	Gene Expression
14671	AC005534.1	AC005534.1	Gene Expression
13483	AC005537.1	AC005537.1	Gene Expression
5812	AC005538.1	AC005538.1	Gene Expression
5813	AC005538.3	AC005538.3	Gene Expression
5330	AC005540.1	AC005540.1	Gene Expression
29660	AC005544.1	AC005544.1	Gene Expression
29661	AC005544.2	AC005544.2	Gene Expression
31401	AC005546.1	AC005546.1	Gene Expression
28435	AC005548.1	AC005548.1	Gene Expression
28851	AC005549.1	AC005549.1	Gene Expression
13191	AC005550.1	AC005550.1	Gene Expression
13189	AC005550.2	AC005550.2	Gene Expression
31016	AC005551.1	AC005551.1	Gene Expression
28861	AC005552.1	AC005552.1	Gene Expression
28771	AC005562.1	AC005562.1	Gene Expression
31731	AC005580.1	AC005580.1	Gene Expression
14577	AC005586.1	AC005586.1	Gene Expression
14575	AC005586.2	AC005586.2	Gene Expression
10712	AC005592.1	AC005592.1	Gene Expression
10714	AC005592.2	AC005592.2	Gene Expression
31077	AC005594.1	AC005594.1	Gene Expression
31765	AC005597.1	AC005597.1	Gene Expression
8034	AC005599.1	AC005599.1	Gene Expression
26572	AC005606.1	AC005606.1	Gene Expression
26570	AC005606.2	AC005606.2	Gene Expression
10632	AC005609.1	AC005609.1	Gene Expression
10626	AC005609.2	AC005609.2	Gene Expression
10631	AC005609.3	AC005609.3	Gene Expression
10628	AC005609.4	AC005609.4	Gene Expression
10616	AC005609.5	AC005609.5	Gene Expression
32069	AC005614.1	AC005614.1	Gene Expression
31736	AC005616.1	AC005616.1	Gene Expression
10664	AC005618.1	AC005618.1	Gene Expression
10684	AC005618.2	AC005618.2	Gene Expression
10669	AC005618.3	AC005618.3	Gene Expression
10663	AC005618.4	AC005618.4	Gene Expression
31995	AC005625.1	AC005625.1	Gene Expression
26964	AC005632.3	AC005632.3	Gene Expression
26962	AC005632.5	AC005632.5	Gene Expression
26961	AC005632.6	AC005632.6	Gene Expression
29300	AC005670.1	AC005670.1	Gene Expression
29303	AC005670.3	AC005670.3	Gene Expression
8030	AC005674.1	AC005674.1	Gene Expression
8031	AC005674.2	AC005674.2	Gene Expression
13248	AC005682.2	AC005682.2	Gene Expression
14381	AC005692.1	AC005692.1	Gene Expression
14382	AC005692.2	AC005692.2	Gene Expression
14380	AC005692.3	AC005692.3	Gene Expression
28395	AC005695.1	AC005695.1	Gene Expression
28398	AC005695.2	AC005695.2	Gene Expression
28396	AC005695.3	AC005695.3	Gene Expression
28161	AC005696.1	AC005696.1	Gene Expression
28158	AC005696.2	AC005696.2	Gene Expression
28159	AC005696.3	AC005696.3	Gene Expression
28162	AC005696.4	AC005696.4	Gene Expression
28666	AC005697.2	AC005697.2	Gene Expression
28669	AC005697.3	AC005697.3	Gene Expression
8041	AC005699.1	AC005699.1	Gene Expression
29560	AC005702.5	AC005702.5	Gene Expression
28478	AC005703.1	AC005703.1	Gene Expression
28479	AC005703.2	AC005703.2	Gene Expression
28476	AC005703.3	AC005703.3	Gene Expression
28481	AC005703.4	AC005703.4	Gene Expression
28477	AC005703.7	AC005703.7	Gene Expression
28608	AC005722.3	AC005722.3	Gene Expression
28609	AC005722.4	AC005722.4	Gene Expression
28437	AC005725.1	AC005725.1	Gene Expression
28689	AC005726.1	AC005726.1	Gene Expression
28702	AC005726.2	AC005726.2	Gene Expression
28698	AC005726.3	AC005726.3	Gene Expression
28695	AC005726.4	AC005726.4	Gene Expression
28699	AC005726.5	AC005726.5	Gene Expression
28616	AC005730.2	AC005730.2	Gene Expression
28615	AC005730.3	AC005730.3	Gene Expression
26688	AC005736.1	AC005736.1	Gene Expression
26690	AC005736.2	AC005736.2	Gene Expression
10706	AC005740.3	AC005740.3	Gene Expression
10704	AC005740.4	AC005740.4	Gene Expression
10701	AC005740.5	AC005740.5	Gene Expression
29579	AC005746.1	AC005746.1	Gene Expression
29578	AC005746.2	AC005746.2	Gene Expression
29577	AC005746.3	AC005746.3	Gene Expression
10699	AC005753.1	AC005753.1	Gene Expression
10697	AC005753.2	AC005753.2	Gene Expression
10698	AC005753.3	AC005753.3	Gene Expression
32253	AC005757.1	AC005757.1	Gene Expression
31588	AC005759.1	AC005759.1	Gene Expression
28471	AC005772.1	AC005772.1	Gene Expression
28473	AC005772.2	AC005772.2	Gene Expression
26740	AC005774.2	AC005774.2	Gene Expression
30870	AC005775.1	AC005775.1	Gene Expression
31469	AC005776.2	AC005776.2	Gene Expression
31471	AC005785.1	AC005785.1	Gene Expression
31022	AC005786.2	AC005786.2	Gene Expression
31021	AC005786.3	AC005786.3	Gene Expression
31998	AC005789.1	AC005789.1	Gene Expression
31090	AC005790.1	AC005790.1	Gene Expression
29635	AC005803.1	AC005803.1	Gene Expression
33635	AC005808.1	AC005808.1	Gene Expression
29597	AC005821.1	AC005821.1	Gene Expression
29599	AC005821.2	AC005821.2	Gene Expression
29463	AC005823.1	AC005823.1	Gene Expression
29462	AC005823.2	AC005823.2	Gene Expression
29606	AC005828.1	AC005828.1	Gene Expression
29605	AC005828.2	AC005828.2	Gene Expression
29607	AC005828.3	AC005828.3	Gene Expression
29608	AC005828.4	AC005828.4	Gene Expression
29610	AC005828.5	AC005828.5	Gene Expression
21061	AC005832.1	AC005832.1	Gene Expression
21065	AC005833.2	AC005833.2	Gene Expression
29854	AC005837.1	AC005837.1	Gene Expression
29856	AC005837.4	AC005837.4	Gene Expression
28484	AC005838.2	AC005838.2	Gene Expression
21089	AC005840.2	AC005840.2	Gene Expression
21094	AC005840.4	AC005840.4	Gene Expression
21028	AC005841.1	AC005841.1	Gene Expression
21050	AC005842.1	AC005842.1	Gene Expression
21083	AC005845.1	AC005845.1	Gene Expression
29576	AC005856.1	AC005856.1	Gene Expression
28469	AC005863.1	AC005863.1	Gene Expression
21041	AC005865.2	AC005865.2	Gene Expression
18714	AC005871.1	AC005871.1	Gene Expression
18711	AC005871.2	AC005871.2	Gene Expression
29574	AC005884.1	AC005884.1	Gene Expression
29575	AC005884.2	AC005884.2	Gene Expression
22776	AC005888.1	AC005888.1	Gene Expression
28820	AC005899.1	AC005899.1	Gene Expression
28814	AC005899.3	AC005899.3	Gene Expression
28818	AC005899.5	AC005899.5	Gene Expression
28816	AC005899.6	AC005899.6	Gene Expression
28817	AC005899.7	AC005899.7	Gene Expression
28819	AC005899.8	AC005899.8	Gene Expression
29584	AC005901.1	AC005901.1	Gene Expression
21070	AC005906.2	AC005906.2	Gene Expression
21074	AC005906.3	AC005906.3	Gene Expression
21045	AC005908.2	AC005908.2	Gene Expression
21046	AC005908.3	AC005908.3	Gene Expression
30714	AC005909.1	AC005909.1	Gene Expression
30712	AC005909.2	AC005909.2	Gene Expression
21035	AC005911.1	AC005911.1	Gene Expression
21040	AC005912.2	AC005912.2	Gene Expression
33636	AC005914.1	AC005914.1	Gene Expression
29452	AC005920.1	AC005920.1	Gene Expression
29455	AC005920.2	AC005920.2	Gene Expression
29453	AC005920.3	AC005920.3	Gene Expression
29451	AC005920.4	AC005920.4	Gene Expression
29443	AC005921.2	AC005921.2	Gene Expression
29446	AC005921.4	AC005921.4	Gene Expression
31003	AC005944.1	AC005944.1	Gene Expression
31033	AC005954.1	AC005954.1	Gene Expression
31032	AC005954.2	AC005954.2	Gene Expression
29519	AC005962.1	AC005962.1	Gene Expression
29522	AC005962.2	AC005962.2	Gene Expression
29601	AC005972.3	AC005972.3	Gene Expression
24487	AC005993.1	AC005993.1	Gene Expression
14617	AC005996.1	AC005996.1	Gene Expression
14634	AC005998.1	AC005998.1	Gene Expression
13578	AC005999.1	AC005999.1	Gene Expression
13577	AC005999.2	AC005999.2	Gene Expression
13675	AC006001.2	AC006001.2	Gene Expression
14688	AC006003.1	AC006003.1	Gene Expression
14537	AC006004.1	AC006004.1	Gene Expression
14535	AC006007.1	AC006007.1	Gene Expression
14571	AC006008.1	AC006008.1	Gene Expression
13686	AC006013.1	AC006013.1	Gene Expression
14626	AC006017.1	AC006017.1	Gene Expression
14637	AC006019.1	AC006019.1	Gene Expression
14638	AC006019.2	AC006019.2	Gene Expression
14636	AC006019.3	AC006019.3	Gene Expression
13262	AC006026.3	AC006026.3	Gene Expression
13355	AC006027.1	AC006027.1	Gene Expression
13443	AC006033.2	AC006033.2	Gene Expression
5815	AC006037.1	AC006037.1	Gene Expression
36450	AC006040.1	AC006040.1	Gene Expression
13193	AC006041.1	AC006041.1	Gene Expression
13192	AC006041.2	AC006041.2	Gene Expression
13156	AC006042.1	AC006042.1	Gene Expression
13153	AC006042.2	AC006042.2	Gene Expression
13152	AC006042.4	AC006042.4	Gene Expression
13782	AC006043.1	AC006043.1	Gene Expression
6333	AC006055.1	AC006055.1	Gene Expression
6336	AC006058.1	AC006058.1	Gene Expression
6334	AC006058.2	AC006058.2	Gene Expression
6335	AC006058.3	AC006058.3	Gene Expression
6307	AC006059.1	AC006059.1	Gene Expression
6314	AC006059.4	AC006059.4	Gene Expression
6309	AC006059.5	AC006059.5	Gene Expression
35351	AC006062.1	AC006062.1	Gene Expression
21067	AC006063.1	AC006063.1	Gene Expression
21072	AC006063.2	AC006063.2	Gene Expression
21068	AC006063.3	AC006063.3	Gene Expression
21069	AC006063.4	AC006063.4	Gene Expression
21102	AC006064.1	AC006064.1	Gene Expression
21105	AC006064.2	AC006064.2	Gene Expression
21098	AC006064.3	AC006064.3	Gene Expression
21100	AC006064.4	AC006064.4	Gene Expression
21097	AC006064.5	AC006064.5	Gene Expression
22781	AC006065.3	AC006065.3	Gene Expression
22780	AC006065.4	AC006065.4	Gene Expression
33637	AC006076.1	AC006076.1	Gene Expression
26681	AC006111.1	AC006111.1	Gene Expression
26684	AC006111.2	AC006111.2	Gene Expression
26686	AC006111.3	AC006111.3	Gene Expression
26737	AC006112.1	AC006112.1	Gene Expression
32787	AC006115.2	AC006115.2	Gene Expression
32771	AC006116.10	AC006116.10	Gene Expression
32772	AC006116.11	AC006116.11	Gene Expression
32773	AC006116.4	AC006116.4	Gene Expression
32766	AC006116.5	AC006116.5	Gene Expression
32768	AC006116.6	AC006116.6	Gene Expression
32767	AC006116.8	AC006116.8	Gene Expression
32769	AC006116.9	AC006116.9	Gene Expression
30995	AC006130.1	AC006130.1	Gene Expression
30996	AC006130.3	AC006130.3	Gene Expression
29459	AC006141.1	AC006141.1	Gene Expression
36132	AC006144.2	AC006144.2	Gene Expression
13798	AC006145.1	AC006145.1	Gene Expression
24514	AC006146.1	AC006146.1	Gene Expression
14205	AC006148.1	AC006148.1	Gene Expression
14206	AC006148.2	AC006148.2	Gene Expression
13185	AC006150.1	AC006150.1	Gene Expression
36452	AC006157.1	AC006157.1	Gene Expression
14146	AC006159.1	AC006159.1	Gene Expression
14147	AC006159.2	AC006159.2	Gene Expression
8088	AC006160.1	AC006160.1	Gene Expression
21541	AC006197.2	AC006197.2	Gene Expression
20992	AC006205.1	AC006205.1	Gene Expression
20991	AC006205.2	AC006205.2	Gene Expression
21077	AC006206.1	AC006206.1	Gene Expression
21076	AC006206.2	AC006206.2	Gene Expression
21048	AC006207.1	AC006207.1	Gene Expression
32207	AC006213.1	AC006213.1	Gene Expression
32199	AC006213.2	AC006213.2	Gene Expression
32201	AC006213.3	AC006213.3	Gene Expression
32205	AC006213.4	AC006213.4	Gene Expression
32206	AC006213.5	AC006213.5	Gene Expression
32200	AC006213.7	AC006213.7	Gene Expression
8039	AC006230.1	AC006230.1	Gene Expression
28898	AC006237.1	AC006237.1	Gene Expression
30207	AC006238.1	AC006238.1	Gene Expression
30205	AC006238.2	AC006238.2	Gene Expression
30382	AC006249.1	AC006249.1	Gene Expression
6545	AC006252.1	AC006252.1	Gene Expression
32299	AC006262.1	AC006262.1	Gene Expression
32297	AC006262.2	AC006262.2	Gene Expression
32300	AC006262.3	AC006262.3	Gene Expression
29603	AC006270.1	AC006270.1	Gene Expression
32572	AC006272.1	AC006272.1	Gene Expression
30886	AC006273.1	AC006273.1	Gene Expression
17101	AC006288.1	AC006288.1	Gene Expression
8059	AC006296.1	AC006296.1	Gene Expression
8058	AC006296.2	AC006296.2	Gene Expression
8057	AC006296.3	AC006296.3	Gene Expression
19393	AC006299.1	AC006299.1	Gene Expression
30593	AC006305.1	AC006305.1	Gene Expression
30596	AC006305.2	AC006305.2	Gene Expression
30598	AC006305.3	AC006305.3	Gene Expression
14015	AC006329.1	AC006329.1	Gene Expression
14197	AC006333.1	AC006333.1	Gene Expression
14200	AC006333.2	AC006333.2	Gene Expression
14631	AC006348.1	AC006348.1	Gene Expression
13785	AC006355.2	AC006355.2	Gene Expression
14673	AC006357.1	AC006357.1	Gene Expression
14177	AC006364.1	AC006364.1	Gene Expression
3852	AC006369.1	AC006369.1	Gene Expression
3854	AC006369.2	AC006369.2	Gene Expression
14684	AC006372.1	AC006372.1	Gene Expression
14685	AC006372.2	AC006372.2	Gene Expression
14683	AC006372.3	AC006372.3	Gene Expression
13877	AC006378.1	AC006378.1	Gene Expression
14083	AC006387.1	AC006387.1	Gene Expression
13368	AC006398.1	AC006398.1	Gene Expression
8079	AC006427.2	AC006427.2	Gene Expression
28155	AC006435.1	AC006435.1	Gene Expression
28153	AC006435.2	AC006435.2	Gene Expression
28152	AC006435.3	AC006435.3	Gene Expression
28986	AC006441.1	AC006441.1	Gene Expression
28987	AC006441.3	AC006441.3	Gene Expression
28990	AC006441.4	AC006441.4	Gene Expression
8048	AC006445.3	AC006445.3	Gene Expression
28971	AC006449.1	AC006449.1	Gene Expression
28974	AC006449.2	AC006449.2	Gene Expression
28976	AC006449.3	AC006449.3	Gene Expression
28979	AC006449.5	AC006449.5	Gene Expression
28973	AC006449.6	AC006449.6	Gene Expression
17163	AC006450.1	AC006450.1	Gene Expression
17164	AC006450.2	AC006450.2	Gene Expression
17162	AC006450.3	AC006450.3	Gene Expression
14373	AC006452.1	AC006452.1	Gene Expression
13629	AC006455.1	AC006455.1	Gene Expression
13631	AC006455.4	AC006455.4	Gene Expression
13630	AC006455.5	AC006455.5	Gene Expression
13186	AC006458.1	AC006458.1	Gene Expression
13582	AC006459.1	AC006459.1	Gene Expression
5329	AC006460.1	AC006460.1	Gene Expression
5327	AC006460.2	AC006460.2	Gene Expression
13579	AC006478.1	AC006478.1	Gene Expression
13580	AC006478.2	AC006478.2	Gene Expression
13683	AC006480.2	AC006480.2	Gene Expression
13211	AC006482.1	AC006482.1	Gene Expression
13113	AC006483.2	AC006483.2	Gene Expression
29390	AC006487.1	AC006487.1	Gene Expression
29391	AC006487.2	AC006487.2	Gene Expression
31725	AC006504.1	AC006504.1	Gene Expression
31728	AC006504.2	AC006504.2	Gene Expression
31726	AC006504.5	AC006504.5	Gene Expression
31727	AC006504.7	AC006504.7	Gene Expression
21161	AC006511.4	AC006511.4	Gene Expression
21160	AC006511.6	AC006511.6	Gene Expression
21158	AC006517.2	AC006517.2	Gene Expression
10430	AC006525.1	AC006525.1	Gene Expression
30989	AC006538.1	AC006538.1	Gene Expression
30986	AC006538.3	AC006538.3	Gene Expression
30988	AC006538.4	AC006538.4	Gene Expression
34508	AC006547.1	AC006547.1	Gene Expression
34511	AC006547.2	AC006547.2	Gene Expression
34509	AC006547.3	AC006547.3	Gene Expression
30286	AC006557.1	AC006557.1	Gene Expression
30287	AC006557.3	AC006557.3	Gene Expression
30178	AC006566.1	AC006566.1	Gene Expression
30177	AC006566.2	AC006566.2	Gene Expression
21192	AC006581.1	AC006581.1	Gene Expression
21188	AC006581.2	AC006581.2	Gene Expression
32465	AC006942.1	AC006942.1	Gene Expression
34428	AC006946.2	AC006946.2	Gene Expression
34429	AC006946.3	AC006946.3	Gene Expression
29657	AC006947.1	AC006947.1	Gene Expression
13417	AC006960.2	AC006960.2	Gene Expression
13414	AC006960.3	AC006960.3	Gene Expression
14678	AC006967.2	AC006967.2	Gene Expression
14679	AC006967.3	AC006967.3	Gene Expression
13615	AC006970.3	AC006970.3	Gene Expression
13766	AC006972.1	AC006972.1	Gene Expression
14539	AC006974.1	AC006974.1	Gene Expression
14540	AC006974.2	AC006974.2	Gene Expression
5516	AC006994.2	AC006994.2	Gene Expression
13227	AC007001.1	AC007001.1	Gene Expression
13767	AC007003.1	AC007003.1	Gene Expression
13157	AC007009.1	AC007009.1	Gene Expression
26791	AC007014.1	AC007014.1	Gene Expression
26790	AC007014.2	AC007014.2	Gene Expression
13168	AC007029.1	AC007029.1	Gene Expression
14074	AC007032.1	AC007032.1	Gene Expression
13351	AC007036.1	AC007036.1	Gene Expression
13349	AC007036.2	AC007036.2	Gene Expression
13350	AC007036.3	AC007036.3	Gene Expression
13347	AC007036.5	AC007036.5	Gene Expression
5515	AC007038.1	AC007038.1	Gene Expression
5514	AC007038.2	AC007038.2	Gene Expression
4180	AC007040.1	AC007040.1	Gene Expression
34421	AC007064.2	AC007064.2	Gene Expression
17151	AC007066.2	AC007066.2	Gene Expression
17152	AC007066.3	AC007066.3	Gene Expression
13222	AC007091.1	AC007091.1	Gene Expression
4073	AC007098.1	AC007098.1	Gene Expression
4267	AC007099.1	AC007099.1	Gene Expression
4266	AC007099.2	AC007099.2	Gene Expression
4036	AC007100.1	AC007100.1	Gene Expression
4039	AC007100.2	AC007100.2	Gene Expression
8145	AC007106.1	AC007106.1	Gene Expression
8144	AC007106.2	AC007106.2	Gene Expression
29496	AC007114.1	AC007114.1	Gene Expression
29498	AC007114.2	AC007114.2	Gene Expression
8054	AC007126.1	AC007126.1	Gene Expression
13158	AC007128.2	AC007128.2	Gene Expression
13321	AC007130.1	AC007130.1	Gene Expression
4040	AC007132.1	AC007132.1	Gene Expression
7206	AC007159.1	AC007159.1	Gene Expression
5405	AC007163.1	AC007163.1	Gene Expression
4038	AC007179.1	AC007179.1	Gene Expression
4037	AC007179.2	AC007179.2	Gene Expression
24565	AC007182.1	AC007182.1	Gene Expression
31583	AC007192.2	AC007192.2	Gene Expression
32305	AC007193.1	AC007193.1	Gene Expression
32303	AC007193.2	AC007193.2	Gene Expression
32306	AC007193.3	AC007193.3	Gene Expression
26820	AC007216.1	AC007216.1	Gene Expression
26816	AC007216.2	AC007216.2	Gene Expression
26815	AC007216.3	AC007216.3	Gene Expression
26813	AC007216.4	AC007216.4	Gene Expression
26770	AC007218.1	AC007218.1	Gene Expression
26772	AC007218.2	AC007218.2	Gene Expression
26773	AC007218.3	AC007218.3	Gene Expression
26793	AC007220.1	AC007220.1	Gene Expression
26792	AC007220.2	AC007220.2	Gene Expression
26769	AC007221.1	AC007221.1	Gene Expression
26739	AC007222.2	AC007222.2	Gene Expression
26738	AC007223.1	AC007223.1	Gene Expression
3544	AC007240.3	AC007240.3	Gene Expression
36515	AC007244.1	AC007244.1	Gene Expression
4032	AC007250.1	AC007250.1	Gene Expression
13339	AC007255.1	AC007255.1	Gene Expression
24631	AC007262.2	AC007262.2	Gene Expression
14701	AC007269.1	AC007269.1	Gene Expression
4587	AC007271.1	AC007271.1	Gene Expression
5414	AC007272.1	AC007272.1	Gene Expression
5135	AC007277.1	AC007277.1	Gene Expression
4595	AC007278.1	AC007278.1	Gene Expression
4594	AC007278.2	AC007278.2	Gene Expression
5425	AC007279.2	AC007279.2	Gene Expression
5417	AC007283.1	AC007283.1	Gene Expression
13343	AC007285.1	AC007285.1	Gene Expression
13346	AC007285.2	AC007285.2	Gene Expression
31060	AC007292.1	AC007292.1	Gene Expression
31058	AC007292.2	AC007292.2	Gene Expression
31057	AC007292.3	AC007292.3	Gene Expression
