source_row	gene_id	gene_symbol	feature_type
35454	PHEX	PHEX	Gene Expression
35455	PHEX-AS1	PHEX-AS1	Gene Expression
11798	PHF1	PHF1	Gene Expression
12988	PHF10	PHF10	Gene Expression
23233	PHF11	PHF11	Gene Expression
28724	PHF12	PHF12	Gene Expression
189	PHF13	PHF13	Gene Expression
13169	PHF14	PHF14	Gene Expression
17109	PHF19	PHF19	Gene Expression
16848	PHF2	PHF2	Gene Expression
33360	PHF20	PHF20	Gene Expression
16001	PHF20L1	PHF20L1	Gene Expression
19583	PHF21A	PHF21A	Gene Expression
35174	PHF21B	PHF21B	Gene Expression
28302	PHF23	PHF23	Gene Expression
16487	PHF24	PHF24	Gene Expression
12147	PHF3	PHF3	Gene Expression
35097	PHF5A	PHF5A	Gene Expression
36194	PHF6	PHF6	Gene Expression
6552	PHF7	PHF7	Gene Expression
35732	PHF8	PHF8	Gene Expression
1793	PHGDH	PHGDH	Gene Expression
25418	PHGR1	PHGR1	Gene Expression
12223	PHIP	PHIP	Gene Expression
35843	PHKA1	PHKA1	Gene Expression
35844	PHKA1-AS1	PHKA1-AS1	Gene Expression
35433	PHKA2	PHKA2	Gene Expression
35432	PHKA2-AS1	PHKA2-AS1	Gene Expression
27315	PHKB	PHKB	Gene Expression
13612	PHKG1	PHKG1	Gene Expression
27175	PHKG2	PHKG2	Gene Expression
22162	PHLDA1	PHLDA1	Gene Expression
19041	PHLDA2	PHLDA2	Gene Expression
2739	PHLDA3	PHLDA3	Gene Expression
20720	PHLDB1	PHLDB1	Gene Expression
6897	PHLDB2	PHLDB2	Gene Expression
32179	PHLDB3	PHLDB3	Gene Expression
30672	PHLPP1	PHLPP1	Gene Expression
27723	PHLPP2	PHLPP2	Gene Expression
29380	PHOSPHO1	PHOSPHO1	Gene Expression
5128	PHOSPHO2	PHOSPHO2	Gene Expression
20221	PHOX2A	PHOX2A	Gene Expression
8236	PHOX2B	PHOX2B	Gene Expression
17454	PHPT1	PHPT1	Gene Expression
18949	PHRF1	PHRF1	Gene Expression
1715	PHTF1	PHTF1	Gene Expression
13779	PHTF2	PHTF2	Gene Expression
17675	PHYH	PHYH	Gene Expression
17272	PHYHD1	PHYHD1	Gene Expression
14982	PHYHIP	PHYHIP	Gene Expression
18056	PHYHIPL	PHYHIPL	Gene Expression
11114	PHYKPL	PHYKPL	Gene Expression
15518	PI15	PI15	Gene Expression
11872	PI16	PI16	Gene Expression
33490	PI3	PI3	Gene Expression
18485	PI4K2A	PI4K2A	Gene Expression
8124	PI4K2B	PI4K2B	Gene Expression
34531	PI4KA	PI4KA	Gene Expression
1972	PI4KB	PI4KB	Gene Expression
21111	PIANP	PIANP	Gene Expression
25881	PIAS1	PIAS1	Gene Expression
30513	PIAS2	PIAS2	Gene Expression
1843	PIAS3	PIAS3	Gene Expression
31042	PIAS4	PIAS4	Gene Expression
23346	PIBF1	PIBF1	Gene Expression
20397	PICALM	PICALM	Gene Expression
29406	PICART1	PICART1	Gene Expression
35006	PICK1	PICK1	Gene Expression
34350	PICSAR	PICSAR	Gene Expression
5730	PID1	PID1	Gene Expression
18966	PIDD1	PIDD1	Gene Expression
28020	PIEZO1	PIEZO1	Gene Expression
30222	PIEZO2	PIEZO2	Gene Expression
25824	PIF1	PIF1	Gene Expression
1676	PIFO	PIFO	Gene Expression
35400	PIGA	PIGA	Gene Expression
25686	PIGB	PIGB	Gene Expression
25685	PIGBOS1	PIGBOS1	Gene Expression
2480	PIGC	PIGC	Gene Expression
3949	PIGF	PIGF	Gene Expression
7854	PIGG	PIGG	Gene Expression
24426	PIGH	PIGH	Gene Expression
1337	PIGK	PIGK	Gene Expression
28501	PIGL	PIGL	Gene Expression
2285	PIGM	PIGM	Gene Expression
30664	PIGN	PIGN	Gene Expression
16495	PIGO	PIGO	Gene Expression
34168	PIGP	PIGP	Gene Expression
26462	PIGQ	PIGQ	Gene Expression
2861	PIGR	PIGR	Gene Expression
28693	PIGS	PIGS	Gene Expression
33501	PIGT	PIGT	Gene Expression
33330	PIGU	PIGU	Gene Expression
606	PIGV	PIGV	Gene Expression
28931	PIGW	PIGW	Gene Expression
7811	PIGX	PIGX	Gene Expression
8617	PIGY	PIGY	Gene Expression
8618	PIGY-DT	PIGY-DT	Gene Expression
7819	PIGZ	PIGZ	Gene Expression
32443	PIH1D1	PIH1D1	Gene Expression
20608	PIH1D2	PIH1D2	Gene Expression
36023	PIH1D3	PIH1D3	Gene Expression
18465	PIK3AP1	PIK3AP1	Gene Expression
19316	PIK3C2A	PIK3C2A	Gene Expression
2807	PIK3C2B	PIK3C2B	Gene Expression
21343	PIK3C2G	PIK3C2G	Gene Expression
30479	PIK3C3	PIK3C3	Gene Expression
7564	PIK3CA	PIK3CA	Gene Expression
7218	PIK3CB	PIK3CB	Gene Expression
235	PIK3CD	PIK3CD	Gene Expression
236	PIK3CD-AS1	PIK3CD-AS1	Gene Expression
237	PIK3CD-AS2	PIK3CD-AS2	Gene Expression
14081	PIK3CG	PIK3CG	Gene Expression
34867	PIK3IP1	PIK3IP1	Gene Expression
34868	PIK3IP1-AS1	PIK3IP1-AS1	Gene Expression
9941	PIK3R1	PIK3R1	Gene Expression
31584	PIK3R2	PIK3R2	Gene Expression
1002	PIK3R3	PIK3R3	Gene Expression
7147	PIK3R4	PIK3R4	Gene Expression
28391	PIK3R5	PIK3R5	Gene Expression
28390	PIK3R6	PIK3R6	Gene Expression
5505	PIKFYVE	PIKFYVE	Gene Expression
13966	PILRA	PILRA	Gene Expression
13965	PILRB	PILRB	Gene Expression
11875	PIM1	PIM1	Gene Expression
35645	PIM2	PIM2	Gene Expression
35254	PIM3	PIM3	Gene Expression
28274	PIMREG	PIMREG	Gene Expression
31253	PIN1	PIN1	Gene Expression
35838	PIN4	PIN4	Gene Expression
35566	PINCR	PINCR	Gene Expression
469	PINK1	PINK1	Gene Expression
470	PINK1-AS	PINK1-AS	Gene Expression
32185	PINLYP	PINLYP	Gene Expression
14849	PINX1	PINX1	Gene Expression
14494	PIP	PIP	Gene Expression
17769	PIP4K2A	PIP4K2A	Gene Expression
28981	PIP4K2B	PIP4K2B	Gene Expression
21969	PIP4K2C	PIP4K2C	Gene Expression
23737	PIP4P1	PIP4P1	Gene Expression
15639	PIP4P2	PIP4P2	Gene Expression
1968	PIP5K1A	PIP5K1A	Gene Expression
16656	PIP5K1B	PIP5K1B	Gene Expression
31028	PIP5K1C	PIP5K1C	Gene Expression
17227	PIP5KL1	PIP5KL1	Gene Expression
28727	PIPOX	PIPOX	Gene Expression
35402	PIR	PIR	Gene Expression
28433	PIRT	PIRT	Gene Expression
34876	PISD	PISD	Gene Expression
7227	PISRT1	PISRT1	Gene Expression
528	PITHD1	PITHD1	Gene Expression
28120	PITPNA	PITPNA	Gene Expression
28119	PITPNA-AS1	PITPNA-AS1	Gene Expression
34785	PITPNB	PITPNB	Gene Expression
29668	PITPNC1	PITPNC1	Gene Expression
20112	PITPNM1	PITPNM1	Gene Expression
22724	PITPNM2	PITPNM2	Gene Expression
22725	PITPNM2-AS1	PITPNM2-AS1	Gene Expression
28275	PITPNM3	PITPNM3	Gene Expression
17552	PITRM1	PITRM1	Gene Expression
17553	PITRM1-AS1	PITRM1-AS1	Gene Expression
10505	PITX1	PITX1	Gene Expression
8778	PITX2	PITX2	Gene Expression
18568	PITX3	PITX3	Gene Expression
22831	PIWIL1	PIWIL1	Gene Expression
14985	PIWIL2	PIWIL2	Gene Expression
34721	PIWIL3	PIWIL3	Gene Expression
20466	PIWIL4	PIWIL4	Gene Expression
35793	PJA1	PJA1	Gene Expression
10271	PJA2	PJA2	Gene Expression
5236	PJVK	PJVK	Gene Expression
26578	PKD1	PKD1	Gene Expression
13547	PKD1L1	PKD1L1	Gene Expression
27732	PKD1L3	PKD1L3	Gene Expression
8608	PKD2	PKD2	Gene Expression
18522	PKD2L1	PKD2L1	Gene Expression
10543	PKD2L2	PKD2L2	Gene Expression
3897	PKDCC	PKDCC	Gene Expression
35205	PKDREJ	PKDREJ	Gene Expression
12077	PKHD1	PKHD1	Gene Expression
15831	PKHD1L1	PKHD1L1	Gene Expression
15536	PKIA	PKIA	Gene Expression
15535	PKIA-AS1	PKIA-AS1	Gene Expression
12523	PKIB	PKIB	Gene Expression
33473	PKIG	PKIG	Gene Expression
2150	PKLR	PKLR	Gene Expression
25937	PKM	PKM	Gene Expression
26637	PKMYT1	PKMYT1	Gene Expression
31442	PKN1	PKN1	Gene Expression
1428	PKN2	PKN2	Gene Expression
1426	PKN2-AS1	PKN2-AS1	Gene Expression
17263	PKN3	PKN3	Gene Expression
34268	PKNOX1	PKNOX1	Gene Expression
20858	PKNOX2	PKNOX2	Gene Expression
20857	PKNOX2-AS1	PKNOX2-AS1	Gene Expression
2734	PKP1	PKP1	Gene Expression
21506	PKP2	PKP2	Gene Expression
18935	PKP3	PKP3	Gene Expression
5048	PKP4	PKP4	Gene Expression
5049	PKP4-AS1	PKP4-AS1	Gene Expression
6982	PLA1A	PLA1A	Gene Expression
26850	PLA2G10	PLA2G10	Gene Expression
8767	PLA2G12A	PLA2G12A	Gene Expression
18180	PLA2G12B	PLA2G12B	Gene Expression
27643	PLA2G15	PLA2G15	Gene Expression
22641	PLA2G1B	PLA2G1B	Gene Expression
449	PLA2G2A	PLA2G2A	Gene Expression
454	PLA2G2C	PLA2G2C	Gene Expression
451	PLA2G2D	PLA2G2D	Gene Expression
448	PLA2G2E	PLA2G2E	Gene Expression
452	PLA2G2F	PLA2G2F	Gene Expression
34863	PLA2G3	PLA2G3	Gene Expression
2643	PLA2G4A	PLA2G4A	Gene Expression
25471	PLA2G4B	PLA2G4B	Gene Expression
32361	PLA2G4C	PLA2G4C	Gene Expression
32362	PLA2G4C-AS1	PLA2G4C-AS1	Gene Expression
25480	PLA2G4D	PLA2G4D	Gene Expression
25478	PLA2G4E	PLA2G4E	Gene Expression
25477	PLA2G4E-AS1	PLA2G4E-AS1	Gene Expression
25481	PLA2G4F	PLA2G4F	Gene Expression
450	PLA2G5	PLA2G5	Gene Expression
35011	PLA2G6	PLA2G6	Gene Expression
12036	PLA2G7	PLA2G7	Gene Expression
5063	PLA2R1	PLA2R1	Gene Expression
16396	PLAA	PLAA	Gene Expression
7736	PLAAT1	PLAAT1	Gene Expression
19910	PLAAT2	PLAAT2	Gene Expression
19911	PLAAT3	PLAAT3	Gene Expression
19909	PLAAT4	PLAAT4	Gene Expression
19906	PLAAT5	PLAAT5	Gene Expression
36198	PLAC1	PLAC1	Gene Expression
34223	PLAC4	PLAC4	Gene Expression
8569	PLAC8	PLAC8	Gene Expression
10733	PLAC8L1	PLAC8L1	Gene Expression
18286	PLAC9	PLAC9	Gene Expression
15342	PLAG1	PLAG1	Gene Expression
12713	PLAGL1	PLAGL1	Gene Expression
33271	PLAGL2	PLAGL2	Gene Expression
15243	PLAT	PLAT	Gene Expression
18215	PLAU	PLAU	Gene Expression
32191	PLAUR	PLAUR	Gene Expression
3770	PLB1	PLB1	Gene Expression
21304	PLBD1	PLBD1	Gene Expression
21306	PLBD1-AS1	PLBD1-AS1	Gene Expression
22542	PLBD2	PLBD2	Gene Expression
33024	PLCB1	PLCB1	Gene Expression
33025	PLCB1-IT1	PLCB1-IT1	Gene Expression
25411	PLCB2	PLCB2	Gene Expression
25414	PLCB2-AS1	PLCB2-AS1	Gene Expression
19940	PLCB3	PLCB3	Gene Expression
33026	PLCB4	PLCB4	Gene Expression
6248	PLCD1	PLCD1	Gene Expression
29258	PLCD3	PLCD3	Gene Expression
5605	PLCD4	PLCD4	Gene Expression
18431	PLCE1	PLCE1	Gene Expression
18435	PLCE1-AS1	PLCE1-AS1	Gene Expression
18432	PLCE1-AS2	PLCE1-AS2	Gene Expression
33437	PLCG1	PLCG1	Gene Expression
33436	PLCG1-AS1	PLCG1-AS1	Gene Expression
27871	PLCG2	PLCG2	Gene Expression
7392	PLCH1	PLCH1	Gene Expression
7393	PLCH1-AS1	PLCH1-AS1	Gene Expression
7394	PLCH1-AS2	PLCH1-AS2	Gene Expression
107	PLCH2	PLCH2	Gene Expression
5383	PLCL1	PLCL1	Gene Expression
6136	PLCL2	PLCL2	Gene Expression
6137	PLCL2-AS1	PLCL2-AS1	Gene Expression
35301	PLCXD1	PLCXD1	Gene Expression
6895	PLCXD2	PLCXD2	Gene Expression
6896	PLCXD2-AS1	PLCXD2-AS1	Gene Expression
9746	PLCXD3	PLCXD3	Gene Expression
21344	PLCZ1	PLCZ1	Gene Expression
7523	PLD1	PLD1	Gene Expression
28228	PLD2	PLD2	Gene Expression
32076	PLD3	PLD3	Gene Expression
24964	PLD4	PLD4	Gene Expression
3295	PLD5	PLD5	Gene Expression
28529	PLD6	PLD6	Gene Expression
16138	PLEC	PLEC	Gene Expression
4135	PLEK	PLEK	Gene Expression
24423	PLEK2	PLEK2	Gene Expression
18763	PLEKHA1	PLEKHA1	Gene Expression
15203	PLEKHA2	PLEKHA2	Gene Expression
5238	PLEKHA3	PLEKHA3	Gene Expression
32402	PLEKHA4	PLEKHA4	Gene Expression
21347	PLEKHA5	PLEKHA5	Gene Expression
2802	PLEKHA6	PLEKHA6	Gene Expression
19314	PLEKHA7	PLEKHA7	Gene Expression
13345	PLEKHA8	PLEKHA8	Gene Expression
20251	PLEKHB1	PLEKHB1	Gene Expression
4882	PLEKHB2	PLEKHB2	Gene Expression
24452	PLEKHD1	PLEKHD1	Gene Expression
31756	PLEKHF1	PLEKHF1	Gene Expression
15694	PLEKHF2	PLEKHF2	Gene Expression
12778	PLEKHG1	PLEKHG1	Gene Expression
32047	PLEKHG2	PLEKHG2	Gene Expression
24397	PLEKHG3	PLEKHG3	Gene Expression
27593	PLEKHG4	PLEKHG4	Gene Expression
9378	PLEKHG4B	PLEKHG4B	Gene Expression
184	PLEKHG5	PLEKHG5	Gene Expression
21085	PLEKHG6	PLEKHG6	Gene Expression
24425	PLEKHH1	PLEKHH1	Gene Expression
3915	PLEKHH2	PLEKHH2	Gene Expression
29160	PLEKHH3	PLEKHH3	Gene Expression
30966	PLEKHJ1	PLEKHJ1	Gene Expression
29274	PLEKHM1	PLEKHM1	Gene Expression
363	PLEKHM2	PLEKHM2	Gene Expression
5496	PLEKHM3	PLEKHM3	Gene Expression
27	PLEKHN1	PLEKHN1	Gene Expression
1924	PLEKHO1	PLEKHO1	Gene Expression
25825	PLEKHO2	PLEKHO2	Gene Expression
18674	PLEKHS1	PLEKHS1	Gene Expression
20617	PLET1	PLET1	Gene Expression
12882	PLG	PLG	Gene Expression
4356	PLGLB1	PLGLB1	Gene Expression
4364	PLGLB2	PLGLB2	Gene Expression
16254	PLGRKT	PLGRKT	Gene Expression
26240	PLIN1	PLIN1	Gene Expression
16332	PLIN2	PLIN2	Gene Expression
31084	PLIN3	PLIN3	Gene Expression
31068	PLIN4	PLIN4	Gene Expression
31069	PLIN5	PLIN5	Gene Expression
27009	PLK1	PLK1	Gene Expression
9871	PLK2	PLK2	Gene Expression
978	PLK3	PLK3	Gene Expression
8885	PLK4	PLK4	Gene Expression
30937	PLK5	PLK5	Gene Expression
27479	PLLP	PLLP	Gene Expression
12509	PLN	PLN	Gene Expression
292	PLOD1	PLOD1	Gene Expression
7288	PLOD2	PLOD2	Gene Expression
14010	PLOD3	PLOD3	Gene Expression
35999	PLP1	PLP1	Gene Expression
35655	PLP2	PLP2	Gene Expression
15170	PLPBP	PLPBP	Gene Expression
9840	PLPP1	PLPP1	Gene Expression
30860	PLPP2	PLPP2	Gene Expression
1167	PLPP3	PLPP3	Gene Expression
18742	PLPP4	PLPP4	Gene Expression
15188	PLPP5	PLPP5	Gene Expression
16240	PLPP6	PLPP6	Gene Expression
17332	PLPP7	PLPP7	Gene Expression
16951	PLPPR1	PLPPR1	Gene Expression
31313	PLPPR2	PLPPR2	Gene Expression
30889	PLPPR3	PLPPR3	Gene Expression
1530	PLPPR4	PLPPR4	Gene Expression
1528	PLPPR5	PLPPR5	Gene Expression
9097	PLRG1	PLRG1	Gene Expression
7265	PLS1	PLS1	Gene Expression
7266	PLS1-AS1	PLS1-AS1	Gene Expression
36070	PLS3	PLS3	Gene Expression
36069	PLS3-AS1	PLS3-AS1	Gene Expression
7291	PLSCR1	PLSCR1	Gene Expression
7290	PLSCR2	PLSCR2	Gene Expression
28318	PLSCR3	PLSCR3	Gene Expression
7289	PLSCR4	PLSCR4	Gene Expression
7292	PLSCR5	PLSCR5	Gene Expression
7293	PLSCR5-AS1	PLSCR5-AS1	Gene Expression
33527	PLTP	PLTP	Gene Expression
23014	PLUT	PLUT	Gene Expression
31551	PLVAP	PLVAP	Gene Expression
28992	PLXDC1	PLXDC1	Gene Expression
17743	PLXDC2	PLXDC2	Gene Expression
7082	PLXNA1	PLXNA1	Gene Expression
2883	PLXNA2	PLXNA2	Gene Expression
36410	PLXNA3	PLXNA3	Gene Expression
14301	PLXNA4	PLXNA4	Gene Expression
6414	PLXNB1	PLXNB1	Gene Expression
35271	PLXNB2	PLXNB2	Gene Expression
36376	PLXNB3	PLXNB3	Gene Expression
22297	PLXNC1	PLXNC1	Gene Expression
7135	PLXND1	PLXND1	Gene Expression
2836	PM20D1	PM20D1	Gene Expression
12302	PM20D2	PM20D2	Gene Expression
30650	PMAIP1	PMAIP1	Gene Expression
22378	PMCH	PMCH	Gene Expression
21891	PMEL	PMEL	Gene Expression
33681	PMEPA1	PMEPA1	Gene Expression
2180	PMF1	PMF1	Gene Expression
27739	PMFBP1	PMFBP1	Gene Expression
31881	PMIS2	PMIS2	Gene Expression
25972	PML	PML	Gene Expression
35102	PMM1	PMM1	Gene Expression
26752	PMM2	PMM2	Gene Expression
15570	PMP2	PMP2	Gene Expression
28475	PMP22	PMP22	Gene Expression
17432	PMPCA	PMPCA	Gene Expression
14049	PMPCB	PMPCB	Gene Expression
5318	PMS1	PMS1	Gene Expression
13120	PMS2	PMS2	Gene Expression
2119	PMVK	PMVK	Gene Expression
36371	PNCK	PNCK	Gene Expression
12351	PNISR	PNISR	Gene Expression
5594	PNKD	PNKD	Gene Expression
32471	PNKP	PNKP	Gene Expression
12870	PNLDC1	PNLDC1	Gene Expression
18696	PNLIP	PNLIP	Gene Expression
18697	PNLIPRP1	PNLIPRP1	Gene Expression
18695	PNLIPRP3	PNLIPRP3	Gene Expression
24515	PNMA1	PNMA1	Gene Expression
15056	PNMA2	PNMA2	Gene Expression
36356	PNMA3	PNMA3	Gene Expression
36355	PNMA5	PNMA5	Gene Expression
36357	PNMA6A	PNMA6A	Gene Expression
36363	PNMA6E	PNMA6E	Gene Expression
36361	PNMA6F	PNMA6F	Gene Expression
32309	PNMA8A	PNMA8A	Gene Expression
32311	PNMA8B	PNMA8B	Gene Expression
32308	PNMA8C	PNMA8C	Gene Expression
29009	PNMT	PNMT	Gene Expression
24149	PNN	PNN	Gene Expression
4129	PNO1	PNO1	Gene Expression
15077	PNOC	PNOC	Gene Expression
23738	PNP	PNP	Gene Expression
11854	PNPLA1	PNPLA1	Gene Expression
18968	PNPLA2	PNPLA2	Gene Expression
35159	PNPLA3	PNPLA3	Gene Expression
35347	PNPLA4	PNPLA4	Gene Expression
35158	PNPLA5	PNPLA5	Gene Expression
31163	PNPLA6	PNPLA6	Gene Expression
17506	PNPLA7	PNPLA7	Gene Expression
14101	PNPLA8	PNPLA8	Gene Expression
29330	PNPO	PNPO	Gene Expression
4021	PNPT1	PNPT1	Gene Expression
12299	PNRC1	PNRC1	Gene Expression
535	PNRC2	PNRC2	Gene Expression
6540	POC1A	POC1A	Gene Expression
22245	POC1B	POC1B	Gene Expression
22247	POC1B-AS1	POC1B-AS1	Gene Expression
10032	POC5	POC5	Gene Expression
1103	PODN	PODN	Gene Expression
31418	PODNL1	PODNL1	Gene Expression
14299	PODXL	PODXL	Gene Expression
7095	PODXL2	PODXL2	Gene Expression
35907	POF1B	POF1B	Gene Expression
33272	POFUT1	POFUT1	Gene Expression
34354	POFUT2	POFUT2	Gene Expression
2400	POGK	POGK	Gene Expression
6976	POGLUT1	POGLUT1	Gene Expression
23552	POGLUT2	POGLUT2	Gene Expression
20566	POGLUT3	POGLUT3	Gene Expression
1979	POGZ	POGZ	Gene Expression
35475	POLA1	POLA1	Gene Expression
19993	POLA2	POLA2	Gene Expression
15246	POLB	POLB	Gene Expression
32491	POLD1	POLD1	Gene Expression
13502	POLD2	POLD2	Gene Expression
20274	POLD3	POLD3	Gene Expression
20097	POLD4	POLD4	Gene Expression
28680	POLDIP2	POLDIP2	Gene Expression
35134	POLDIP3	POLDIP3	Gene Expression
22885	POLE	POLE	Gene Expression
24199	POLE2	POLE2	Gene Expression
17056	POLE3	POLE3	Gene Expression
4262	POLE4	POLE4	Gene Expression
26229	POLG	POLG	Gene Expression
29640	POLG2	POLG2	Gene Expression
11991	POLH	POLH	Gene Expression
11992	POLH-AS1	POLH-AS1	Gene Expression
30575	POLI	POLI	Gene Expression
10028	POLK	POLK	Gene Expression
18553	POLL	POLL	Gene Expression
13500	POLM	POLM	Gene Expression
7905	POLN	POLN	Gene Expression
7005	POLQ	POLQ	Gene Expression
4342	POLR1A	POLR1A	Gene Expression
4716	POLR1B	POLR1B	Gene Expression
11987	POLR1C	POLR1C	Gene Expression
23011	POLR1D	POLR1D	Gene Expression
16549	POLR1E	POLR1E	Gene Expression
28331	POLR2A	POLR2A	Gene Expression
8363	POLR2B	POLR2B	Gene Expression
27485	POLR2C	POLR2C	Gene Expression
4845	POLR2D	POLR2D	Gene Expression
30908	POLR2E	POLR2E	Gene Expression
35002	POLR2F	POLR2F	Gene Expression
19884	POLR2G	POLR2G	Gene Expression
7642	POLR2H	POLR2H	Gene Expression
31920	POLR2I	POLR2I	Gene Expression
14031	POLR2J	POLR2J	Gene Expression
14040	POLR2J2	POLR2J2	Gene Expression
14035	POLR2J3	POLR2J3	Gene Expression
15739	POLR2K	POLR2K	Gene Expression
18972	POLR2L	POLR2L	Gene Expression
25719	POLR2M	POLR2M	Gene Expression
18254	POLR3A	POLR3A	Gene Expression
22429	POLR3B	POLR3B	Gene Expression
1841	POLR3C	POLR3C	Gene Expression
14983	POLR3D	POLR3D	Gene Expression
26980	POLR3E	POLR3E	Gene Expression
33110	POLR3F	POLR3F	Gene Expression
10155	POLR3G	POLR3G	Gene Expression
1853	POLR3GL	POLR3GL	Gene Expression
35099	POLR3H	POLR3H	Gene Expression
26433	POLR3K	POLR3K	Gene Expression
30877	POLRMT	POLRMT	Gene Expression
13697	POM121	POM121	Gene Expression
13746	POM121C	POM121C	Gene Expression
13583	POM121L12	POM121L12	Gene Expression
11525	POM121L2	POM121L2	Gene Expression
3693	POMC	POMC	Gene Expression
1007	POMGNT1	POMGNT1	Gene Expression
6326	POMGNT2	POMGNT2	Gene Expression
15260	POMK	POMK	Gene Expression
23023	POMP	POMP	Gene Expression
17335	POMT1	POMT1	Gene Expression
24601	POMT2	POMT2	Gene Expression
13765	POMZP3	POMZP3	Gene Expression
13888	PON1	PON1	Gene Expression
13890	PON2	PON2	Gene Expression
13889	PON3	PON3	Gene Expression
15721	POP1	POP1	Gene Expression
31755	POP4	POP4	Gene Expression
22653	POP5	POP5	Gene Expression
13989	POP7	POP7	Gene Expression
6983	POPDC2	POPDC2	Gene Expression
12374	POPDC3	POPDC3	Gene Expression
13752	POR	POR	Gene Expression
35627	PORCN	PORCN	Gene Expression
23108	POSTN	POSTN	Gene Expression
14211	POT1	POT1	Gene Expression
14212	POT1-AS1	POT1-AS1	Gene Expression
25204	POTEB	POTEB	Gene Expression
25182	POTEB2	POTEB2	Gene Expression
25194	POTEB3	POTEB3	Gene Expression
30289	POTEC	POTEC	Gene Expression
33902	POTED	POTED	Gene Expression
4883	POTEE	POTEE	Gene Expression
4859	POTEF	POTEF	Gene Expression
23703	POTEG	POTEG	Gene Expression
34406	POTEH	POTEH	Gene Expression
34407	POTEH-AS1	POTEH-AS1	Gene Expression
4868	POTEI	POTEI	Gene Expression
4874	POTEJ	POTEJ	Gene Expression
23697	POTEM	POTEM	Gene Expression
6773	POU1F1	POU1F1	Gene Expression
20588	POU2AF1	POU2AF1	Gene Expression
2409	POU2F1	POU2F1	Gene Expression
32142	POU2F2	POU2F2	Gene Expression
20776	POU2F3	POU2F3	Gene Expression
833	POU3F1	POU3F1	Gene Expression
12347	POU3F2	POU3F2	Gene Expression
4621	POU3F3	POU3F3	Gene Expression
35899	POU3F4	POU3F4	Gene Expression
23394	POU4F1	POU4F1	Gene Expression
9022	POU4F2	POU4F2	Gene Expression
10738	POU4F3	POU4F3	Gene Expression
11668	POU5F1	POU5F1	Gene Expression
15964	POU5F1B	POU5F1B	Gene Expression
10180	POU5F2	POU5F2	Gene Expression
21712	POU6F1	POU6F1	Gene Expression
13456	POU6F2	POU6F2	Gene Expression
13458	POU6F2-AS1	POU6F2-AS1	Gene Expression
13457	POU6F2-AS2	POU6F2-AS2	Gene Expression
6150	PP2D1	PP2D1	Gene Expression
18143	PPA1	PPA1	Gene Expression
8730	PPA2	PPA2	Gene Expression
31261	PPAN	PPAN	Gene Expression
35202	PPARA	PPARA	Gene Expression
11834	PPARD	PPARD	Gene Expression
6070	PPARG	PPARG	Gene Expression
8115	PPARGC1A	PPARGC1A	Gene Expression
10790	PPARGC1B	PPARGC1B	Gene Expression
8352	PPAT	PPAT	Gene Expression
8474	PPBP	PPBP	Gene Expression
26009	PPCDC	PPCDC	Gene Expression
916	PPCS	PPCS	Gene Expression
33805	PPDPF	PPDPF	Gene Expression
15289	PPDPFL	PPDPFL	Gene Expression
35430	PPEF1	PPEF1	Gene Expression
35431	PPEF1-AS1	PPEF1-AS1	Gene Expression
8505	PPEF2	PPEF2	Gene Expression
20178	PPFIA1	PPFIA1	Gene Expression
22205	PPFIA2	PPFIA2	Gene Expression
22206	PPFIA2-AS1	PPFIA2-AS1	Gene Expression
32429	PPFIA3	PPFIA3	Gene Expression
2773	PPFIA4	PPFIA4	Gene Expression
21437	PPFIBP1	PPFIBP1	Gene Expression
19193	PPFIBP2	PPFIBP2	Gene Expression
21544	PPHLN1	PPHLN1	Gene Expression
13515	PPIA	PPIA	Gene Expression
1803	PPIAL4A	PPIAL4A	Gene Expression
1901	PPIAL4C	PPIAL4C	Gene Expression
1832	PPIAL4D	PPIAL4D	Gene Expression
1824	PPIAL4E	PPIAL4E	Gene Expression
1827	PPIAL4F	PPIAL4F	Gene Expression
1888	PPIAL4G	PPIAL4G	Gene Expression
1861	PPIAL4H	PPIAL4H	Gene Expression
25813	PPIB	PPIB	Gene Expression
10376	PPIC	PPIC	Gene Expression
9140	PPID	PPID	Gene Expression
859	PPIE	PPIE	Gene Expression
18267	PPIF	PPIF	Gene Expression
5126	PPIG	PPIG	Gene Expression
918	PPIH	PPIH	Gene Expression
11869	PPIL1	PPIL1	Gene Expression
34564	PPIL2	PPIL2	Gene Expression
5408	PPIL3	PPIL3	Gene Expression
12754	PPIL4	PPIL4	Gene Expression
12418	PPIL6	PPIL6	Gene Expression
25515	PPIP5K1	PPIP5K1	Gene Expression
10250	PPIP5K2	PPIP5K2	Gene Expression
26724	PPL	PPL	Gene Expression
24347	PPM1A	PPM1A	Gene Expression
3922	PPM1B	PPM1B	Gene Expression
29572	PPM1D	PPM1D	Gene Expression
29538	PPM1E	PPM1E	Gene Expression
34569	PPM1F	PPM1F	Gene Expression
3748	PPM1G	PPM1G	Gene Expression
22016	PPM1H	PPM1H	Gene Expression
1704	PPM1J	PPM1J	Gene Expression
8610	PPM1K	PPM1K	Gene Expression
8611	PPM1K-DT	PPM1K-DT	Gene Expression
7452	PPM1L	PPM1L	Gene Expression
6546	PPM1M	PPM1M	Gene Expression
32266	PPM1N	PPM1N	Gene Expression
20264	PPME1	PPME1	Gene Expression
2327	PPOX	PPOX	Gene Expression
